Timestamp,Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,Init Fwd Win Byts,Init Bwd Win Byts,Constant_Col,Label
14/02/2018 08:31:01,80,6,26406,10,8,9574,1745,0,Attack
14/02/2018 08:31:01,80,6,20870,10,17,1720,7421,0,Attack
14/02/2018 08:31:01,80,6,932,28,50,8344,8440,0,Benign
14/02/2018 08:31:01,80,6,14082,32,12,1014,4053,0,Attack
14/02/2018 08:31:01,80,6,60795,9,28,2901,2276,0,Benign
14/02/2018 08:31:01,80,6,inf,19,5,8660,3000,0,Attack
14/02/2018 08:31:01,80,6,79417,17,29,9956,9673,0,Benign
14/02/2018 08:31:01,80,6,96009,10,44,1141,431,0,Benign
14/02/2018 08:31:01,80,6,7503,31,3,314,3531,0,Benign
14/02/2018 08:31:01,80,6,12678,22,42,5704,3389,0,Benign
14/02/2018 08:31:01,80,6,77768,nan,49,6808,3645,0,Attack
14/02/2018 08:31:01,80,6,39620,48,20,2109,9288,0,Attack
14/02/2018 08:31:01,80,6,48001,21,24,8182,606,0,Attack
14/02/2018 08:31:01,80,6,42625,2,48,301,5904,0,Attack
14/02/2018 08:31:01,80,6,62826,46,43,4498,3712,0,Attack
14/02/2018 08:31:01,80,6,62826,46,43,4498,3712,0,Attack
14/02/2018 08:31:01,80,6,60619,47,47,4453,5056,0,Attack
14/02/2018 08:31:01,80,6,44921,20,42,672,9167,0,Attack
14/02/2018 08:31:01,80,6,11831,45,27,6242,4005,0,Benign
14/02/2018 08:31:01,80,6,26483,35,24,2311,4177,0,Attack
14/02/2018 08:31:01,80,6,75315,15,30,9807,8171,0,Attack
14/02/2018 08:31:01,80,6,89391,9,15,8891,5078,0,Benign
14/02/2018 08:31:01,80,6,86769,33,37,921,1938,0,Attack
14/02/2018 08:31:01,80,6,80287,1,40,-37,3382,0,Benign
14/02/2018 08:31:01,80,6,24768,1,41,1435,9105,0,Attack
14/02/2018 08:31:01,80,6,97525,3,44,4042,8005,0,Benign
14/02/2018 08:31:01,80,6,39524,49,10,1318,9049,0,Attack
14/02/2018 08:31:01,80,6,29269,20,46,1841,5733,0,Benign
14/02/2018 08:31:01,80,6,7294,33,48,7908,6514,0,Attack
14/02/2018 08:31:01,80,6,62121,36,38,331,5505,0,Benign
14/02/2018 08:31:01,80,6,56795,9,48,3823,6085,0,Benign
14/02/2018 08:31:01,80,6,76346,47,42,2399,6922,0,Attack
14/02/2018 08:31:01,80,6,48887,35,36,2169,6002,0,Benign
14/02/2018 08:31:01,80,6,47452,23,4,7096,3149,0,Benign
14/02/2018 08:31:01,80,6,42167,30,27,7193,9569,0,Benign
14/02/2018 08:31:01,80,6,2365,40,27,7869,5072,0,Benign
14/02/2018 08:31:01,80,6,47370,13,18,4305,4462,0,Attack
14/02/2018 08:31:01,80,6,14689,25,4,4633,1272,0,Benign
14/02/2018 08:31:01,80,6,64684,30,9,6380,4065,0,Benign
14/02/2018 08:31:01,80,6,66841,19,24,5632,5858,0,Benign
14/02/2018 08:31:01,80,6,66829,34,42,6373,3916,0,Benign
14/02/2018 08:31:01,80,6,16796,41,39,9556,4768,0,Attack
14/02/2018 08:31:01,80,6,91465,14,48,1885,8830,0,Benign
14/02/2018 08:31:01,80,6,67471,15,33,7417,1084,0,Benign
14/02/2018 08:31:01,80,6,90005,6,15,9286,8385,0,Benign
14/02/2018 08:31:01,80,6,25497,46,34,7701,3769,0,Benign
14/02/2018 08:31:01,80,6,19095,6,35,2424,1147,0,Attack
14/02/2018 08:31:01,80,6,84327,5,37,718,7857,0,Benign
14/02/2018 08:31:01,80,6,70820,49,16,1161,1918,0,Benign
14/02/2018 08:31:01,80,6,64796,24,18,7873,6358,0,Benign
14/02/2018 08:31:01,80,6,97058,31,40,8655,9977,0,Benign
14/02/2018 08:31:01,80,6,53629,10,48,1903,5423,0,Benign
14/02/2018 08:31:01,80,6,15939,39,9,6284,942,0,Attack
14/02/2018 08:31:01,80,6,50263,12,15,921,3714,0,Benign
14/02/2018 08:31:01,80,6,40274,8,28,457,8900,0,Benign
14/02/2018 08:31:01,80,6,92232,5,24,590,798,0,Benign
14/02/2018 08:31:01,80,6,53461,9,0,9515,8606,0,Attack
14/02/2018 08:31:01,80,6,77269,22,12,8347,5168,0,Attack
14/02/2018 08:31:01,80,6,8593,33,50,8315,9035,0,Attack
14/02/2018 08:31:01,80,6,82503,10,3,915,772,0,Attack
14/02/2018 08:31:01,80,6,67987,35,6,5443,651,0,Attack
14/02/2018 08:31:01,80,6,41934,19,7,3288,7311,0,Attack
14/02/2018 08:31:01,80,6,82984,5,15,6840,3899,0,Attack
14/02/2018 08:31:01,80,6,80991,32,8,2849,5817,0,Attack
14/02/2018 08:31:01,80,6,98502,39,0,4003,9572,0,Attack
14/02/2018 08:31:01,80,6,21184,10,19,5688,6773,0,Attack
14/02/2018 08:31:01,80,6,76240,44,1,7766,5160,0,Attack
14/02/2018 08:31:01,80,6,18767,37,39,2810,4551,0,Benign
14/02/2018 08:31:01,80,6,22434,22,39,7606,4005,0,Attack
14/02/2018 08:31:01,80,6,43494,42,44,2582,6720,0,Attack
14/02/2018 08:31:01,80,6,72928,27,48,6945,4486,0,Benign
14/02/2018 08:31:01,80,6,76691,38,36,1137,9974,0,Benign
14/02/2018 08:31:01,80,6,12645,32,38,3236,4162,0,Attack
14/02/2018 08:31:01,80,6,9027,36,48,5080,8833,0,Benign
14/02/2018 08:31:01,80,6,9185,17,6,5439,6342,0,Benign
14/02/2018 08:31:01,80,6,4925,30,0,3588,8219,0,Attack
14/02/2018 08:31:01,80,6,96052,29,16,6600,7277,0,Benign
14/02/2018 08:31:01,80,6,93842,50,1,1158,8005,0,Attack
14/02/2018 08:31:01,80,6,82299,45,32,1507,645,0,Benign
14/02/2018 08:31:01,80,6,82730,46,7,5757,6678,0,Attack
14/02/2018 08:31:01,80,6,62442,42,21,6969,9715,0,Attack
14/02/2018 08:31:01,80,6,23158,49,24,6535,3734,0,Attack
14/02/2018 08:31:01,80,6,13660,5,37,751,1141,0,Benign
14/02/2018 08:31:01,80,6,57596,47,34,999,9268,0,Benign
14/02/2018 08:31:01,80,6,19095,38,35,4634,6665,0,Benign
14/02/2018 08:31:01,80,6,2462,24,9,843,6144,0,Attack
14/02/2018 08:31:01,80,6,73264,42,46,5752,5129,0,Attack
14/02/2018 08:31:01,80,6,58928,50,6,7328,2652,0,Benign
14/02/2018 08:31:01,80,6,3697,32,40,7885,6532,0,Attack
14/02/2018 08:31:01,80,6,2432,50,28,3713,8043,0,Attack
14/02/2018 08:31:01,80,6,74966,43,21,2239,842,0,Benign
14/02/2018 08:31:01,80,6,17472,10,33,9391,1850,0,Attack
14/02/2018 08:31:01,80,6,75391,31,23,3596,9770,0,Attack
14/02/2018 08:31:01,80,6,92038,16,38,5247,9481,0,Benign
14/02/2018 08:31:01,80,6,95336,27,0,3096,3785,0,Benign
14/02/2018 08:31:01,80,6,60127,47,45,5959,6607,0,Benign
14/02/2018 08:31:01,80,6,22395,12,20,7068,9243,0,Attack
14/02/2018 08:31:01,80,6,41797,18,43,7517,9445,0,Attack
14/02/2018 08:31:01,80,6,27775,8,46,9674,8004,0,Benign
14/02/2018 08:31:01,80,6,65877,32,35,4202,1172,0,Benign
14/02/2018 08:31:01,80,6,84926,6,4,1107,7066,0,Benign
14/02/2018 08:31:01,80,6,8453,7,17,7947,9542,0,Attack
14/02/2018 08:31:01,80,6,57840,38,20,1155,5170,0,Benign
14/02/2018 08:31:01,80,6,45750,47,21,2052,1453,0,Benign
14/02/2018 08:31:01,80,6,23312,37,21,7291,51,0,Benign
14/02/2018 08:31:01,80,6,94145,18,35,1786,8477,0,Benign
14/02/2018 08:31:01,80,6,85780,4,33,7791,3781,0,Benign
14/02/2018 08:31:01,80,6,57561,8,39,7972,8321,0,Attack
14/02/2018 08:31:01,80,6,98300,44,32,6740,2681,0,Attack
14/02/2018 08:31:01,80,6,35895,39,28,5447,6312,0,Attack
14/02/2018 08:31:01,80,6,11146,36,1,3910,6267,0,Benign
14/02/2018 08:31:01,80,6,80841,6,29,7872,628,0,Benign
14/02/2018 08:31:01,80,6,2487,2,26,6453,3119,0,Attack
14/02/2018 08:31:01,80,6,38175,12,1,5555,4556,0,Attack
14/02/2018 08:31:01,80,6,34568,38,22,2350,4322,0,Attack
14/02/2018 08:31:01,80,6,13805,24,21,2313,6962,0,Benign
14/02/2018 08:31:01,80,6,64764,11,43,6294,1658,0,Benign
14/02/2018 08:31:01,80,6,73243,48,35,6394,4084,0,Benign
14/02/2018 08:31:01,80,6,73821,40,10,1850,2667,0,Attack
14/02/2018 08:31:01,80,6,75119,32,25,3915,3906,0,Benign
14/02/2018 08:31:01,80,6,46192,34,0,1141,1392,0,Benign
14/02/2018 08:31:01,80,6,71587,9,41,6577,9967,0,Benign
14/02/2018 08:31:01,80,6,73732,35,27,2626,4306,0,Benign
14/02/2018 08:31:01,80,6,68620,7,0,5728,6027,0,Benign
14/02/2018 08:31:01,80,6,62344,16,5,3445,6836,0,Attack
