Timestamp,Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,Init Fwd Win Byts,Init Bwd Win Byts,Constant_Col,Label
14/02/2018 08:31:01,80,6,98862,22,21,326,4494,0,Attack
14/02/2018 08:31:01,80,6,27340,22,34,6099,5294,0,Benign
14/02/2018 08:31:01,80,6,20026,29,46,1707,4356,0,Benign
14/02/2018 08:31:01,80,6,13268,27,6,7745,2398,0,Benign
14/02/2018 08:31:01,80,6,52646,22,25,3016,2646,0,Attack
14/02/2018 08:31:01,80,6,inf,39,26,7921,2708,0,Benign
14/02/2018 08:31:01,80,6,4114,22,30,5130,2695,0,Attack
14/02/2018 08:31:01,80,6,37466,8,33,258,3717,0,Attack
14/02/2018 08:31:01,80,6,54052,20,48,5945,5775,0,Attack
14/02/2018 08:31:01,80,6,88547,31,10,5043,52,0,Attack
14/02/2018 08:31:01,80,6,99600,nan,23,866,6201,0,Attack
14/02/2018 08:31:01,80,6,70495,13,9,9824,28,0,Attack
14/02/2018 08:31:01,80,6,72100,40,42,7558,4180,0,Attack
14/02/2018 08:31:01,80,6,55236,26,10,9791,1524,0,Attack
14/02/2018 08:31:01,80,6,20641,45,16,4095,1106,0,Attack
14/02/2018 08:31:01,80,6,20641,45,16,4095,1106,0,Attack
14/02/2018 08:31:01,80,6,59249,31,12,9012,1500,0,Attack
14/02/2018 08:31:01,80,6,63227,29,29,1514,4964,0,Benign
14/02/2018 08:31:01,80,6,11504,43,26,1189,7212,0,Benign
14/02/2018 08:31:01,80,6,94882,19,29,8181,2453,0,Attack
14/02/2018 08:31:01,80,6,79772,1,33,867,1852,0,Benign
14/02/2018 08:31:01,80,6,20682,8,6,2171,5328,0,Benign
14/02/2018 08:31:01,80,6,22195,44,27,6757,7700,0,Benign
14/02/2018 08:31:01,80,6,32512,5,0,4284,9225,0,Benign
14/02/2018 08:31:01,80,6,54984,42,42,5884,7672,0,Benign
14/02/2018 08:31:01,80,6,37059,15,27,3190,5268,0,Benign
14/02/2018 08:31:01,80,6,11041,8,12,2531,1390,0,Benign
14/02/2018 08:31:01,80,6,4957,2,19,965,7683,0,Benign
14/02/2018 08:31:01,80,6,93066,39,13,4030,4039,0,Attack
14/02/2018 08:31:01,80,6,14074,48,45,2826,1434,0,Attack
14/02/2018 08:31:01,80,6,2869,47,37,374,1132,0,Attack
14/02/2018 08:31:01,80,6,95805,8,17,7700,179,0,Attack
14/02/2018 08:31:01,80,6,24403,23,30,1136,83,0,Attack
14/02/2018 08:31:01,80,6,87715,2,36,428,2388,0,Benign
14/02/2018 08:31:01,80,6,30790,11,19,8129,7158,0,Benign
14/02/2018 08:31:01,80,6,95467,27,16,8199,8151,0,Attack
14/02/2018 08:31:01,80,6,86120,3,26,8693,6860,0,Attack
14/02/2018 08:31:01,80,6,87396,38,17,4116,8633,0,Benign
14/02/2018 08:31:01,80,6,9293,23,37,5750,1723,0,Benign
14/02/2018 08:31:01,80,6,19974,16,19,4399,5455,0,Attack
14/02/2018 08:31:01,80,6,89368,14,3,3505,2778,0,Benign
14/02/2018 08:31:01,80,6,76087,42,38,2088,360,0,Benign
14/02/2018 08:31:01,80,6,36494,30,34,4262,6657,0,Attack
14/02/2018 08:31:01,80,6,48015,46,34,1134,5472,0,Attack
14/02/2018 08:31:01,80,6,62100,21,17,5115,3142,0,Attack
14/02/2018 08:31:01,80,6,43880,14,27,3154,2822,0,Benign
14/02/2018 08:31:01,80,6,50520,20,22,4986,2881,0,Attack
14/02/2018 08:31:01,80,6,92634,45,11,5568,6691,0,Attack
14/02/2018 08:31:01,80,6,60762,5,33,8389,1304,0,Attack
14/02/2018 08:31:01,80,6,70083,42,15,9901,2295,0,Benign
14/02/2018 08:31:01,80,6,2871,32,44,193,5973,0,Attack
14/02/2018 08:31:01,80,6,31873,40,47,1960,7136,0,Attack
14/02/2018 08:31:01,80,6,59816,11,47,250,3598,0,Attack
14/02/2018 08:31:01,80,6,52292,3,38,3136,32,0,Attack
14/02/2018 08:31:01,80,6,82892,33,12,6033,6683,0,Benign
14/02/2018 08:31:01,80,6,59316,28,24,1258,6206,0,Attack
14/02/2018 08:31:01,80,6,5010,2,4,1836,9044,0,Benign
14/02/2018 08:31:01,80,6,70444,24,35,4827,5839,0,Attack
14/02/2018 08:31:01,80,6,67747,43,50,523,1459,0,Attack
14/02/2018 08:31:01,80,6,23687,26,36,2312,2168,0,Benign
14/02/2018 08:31:01,80,6,88773,43,49,600,126,0,Benign
14/02/2018 08:31:01,80,6,64532,21,50,1840,2895,0,Attack
14/02/2018 08:31:01,80,6,92432,31,41,8328,5329,0,Benign
14/02/2018 08:31:01,80,6,41914,48,50,7420,4221,0,Attack
14/02/2018 08:31:01,80,6,68832,44,15,4733,3587,0,Benign
14/02/2018 08:31:01,80,6,54970,48,27,6431,5658,0,Attack
14/02/2018 08:31:01,80,6,50897,50,26,5669,5005,0,Attack
