Timestamp,Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,Init Fwd Win Byts,Init Bwd Win Byts,Constant_Col,Label
14/02/2018 08:31:01,80,6,84401,41,14,9017,9178,0,Benign
14/02/2018 08:31:01,80,6,54171,42,37,3225,702,0,Attack
14/02/2018 08:31:01,80,6,2644,30,18,7956,1919,0,Benign
14/02/2018 08:31:01,80,6,80037,32,49,3712,4005,0,Attack
14/02/2018 08:31:01,80,6,41288,15,0,5314,4105,0,Attack
14/02/2018 08:31:01,80,6,inf,44,14,1415,9188,0,Benign
14/02/2018 08:31:01,80,6,68503,34,29,864,2896,0,Attack
14/02/2018 08:31:01,80,6,5844,19,35,8932,4109,0,Attack
14/02/2018 08:31:01,80,6,55973,48,17,8495,1756,0,Attack
14/02/2018 08:31:01,80,6,47387,9,32,6396,8499,0,Attack
14/02/2018 08:31:01,80,6,87380,nan,25,5516,8075,0,Benign
14/02/2018 08:31:01,80,6,50611,25,37,3844,1306,0,Attack
14/02/2018 08:31:01,80,6,70630,44,41,5124,5624,0,Benign
14/02/2018 08:31:01,80,6,52245,43,23,1624,6786,0,Benign
14/02/2018 08:31:01,80,6,46623,37,26,1828,6352,0,Benign
14/02/2018 08:31:01,80,6,46623,37,26,1828,6352,0,Benign
14/02/2018 08:31:01,80,6,69909,11,12,1698,5944,0,Attack
14/02/2018 08:31:01,80,6,69935,24,29,4302,6854,0,Attack
14/02/2018 08:31:01,80,6,76219,44,43,8972,6535,0,Benign
14/02/2018 08:31:01,80,6,87356,24,44,5956,1015,0,Benign
14/02/2018 08:31:01,80,6,88436,39,43,-3,7715,0,Attack
14/02/2018 08:31:01,80,6,31303,41,42,9002,4169,0,Benign
14/02/2018 08:31:01,80,6,94733,40,25,1302,2286,0,Benign
14/02/2018 08:31:01,80,6,55083,10,40,6211,8704,0,Attack
14/02/2018 08:31:01,80,6,81596,21,46,3538,4472,0,Benign
14/02/2018 08:31:01,80,6,94911,33,4,4743,9206,0,Benign
14/02/2018 08:31:01,80,6,72409,49,40,2383,7758,0,Attack
14/02/2018 08:31:01,80,6,11815,4,24,6926,1397,0,Attack
14/02/2018 08:31:01,80,6,64606,37,17,2866,2926,0,Benign
14/02/2018 08:31:01,80,6,44336,26,16,2024,5095,0,Benign
14/02/2018 08:31:01,80,6,25082,36,48,9612,7900,0,Benign
14/02/2018 08:31:01,80,6,27597,45,7,5428,5687,0,Benign
14/02/2018 08:31:01,80,6,80717,28,2,1850,8999,0,Attack
14/02/2018 08:31:01,80,6,58848,18,49,7258,4366,0,Benign
14/02/2018 08:31:01,80,6,49681,40,15,8170,4847,0,Attack
14/02/2018 08:31:01,80,6,49479,47,24,2435,9781,0,Benign
14/02/2018 08:31:01,80,6,85886,9,5,2368,-65,0,Benign
14/02/2018 08:31:01,80,6,2416,9,29,8059,1008,0,Attack
14/02/2018 08:31:01,80,6,79247,9,6,6673,4064,0,Benign
14/02/2018 08:31:01,80,6,58230,46,38,2298,7329,0,Attack
14/02/2018 08:31:01,80,6,29027,48,46,8835,5172,0,Attack
14/02/2018 08:31:01,80,6,78797,13,45,3081,4751,0,Benign
14/02/2018 08:31:01,80,6,56098,22,47,1977,971,0,Benign
14/02/2018 08:31:01,80,6,64078,9,17,-25,1945,0,Attack
14/02/2018 08:31:01,80,6,91751,38,25,6688,8900,0,Attack
14/02/2018 08:31:01,80,6,99595,28,21,6693,7603,0,Benign
14/02/2018 08:31:01,80,6,96358,26,35,9327,1064,0,Attack
14/02/2018 08:31:01,80,6,5654,46,19,1638,577,0,Benign
14/02/2018 08:31:01,80,6,3777,48,27,7398,6538,0,Attack
14/02/2018 08:31:01,80,6,28904,49,13,1535,6433,0,Attack
14/02/2018 08:31:01,80,6,33561,31,19,7739,7728,0,Benign
14/02/2018 08:31:01,80,6,15149,43,3,7185,2956,0,Attack
14/02/2018 08:31:01,80,6,63504,47,13,7170,3989,0,Attack
14/02/2018 08:31:01,80,6,89529,24,42,614,7812,0,Attack
14/02/2018 08:31:01,80,6,19109,29,23,7501,2136,0,Attack
14/02/2018 08:31:01,80,6,75773,18,21,1577,4348,0,Benign
14/02/2018 08:31:01,80,6,58329,35,45,2496,3939,0,Attack
14/02/2018 08:31:01,80,6,30451,36,23,-25,1252,0,Benign
14/02/2018 08:31:01,80,6,94412,10,35,1115,8931,0,Attack
14/02/2018 08:31:01,80,6,61080,34,2,1025,3120,0,Benign
14/02/2018 08:31:01,80,6,65001,8,23,4199,6345,0,Attack
14/02/2018 08:31:01,80,6,70648,26,16,9476,3487,0,Benign
14/02/2018 08:31:01,80,6,97832,14,17,1071,9951,0,Attack
14/02/2018 08:31:01,80,6,77020,11,25,3739,4687,0,Attack
14/02/2018 08:31:01,80,6,98659,49,9,5841,8896,0,Benign
14/02/2018 08:31:01,80,6,64128,34,2,1325,6868,0,Attack
14/02/2018 08:31:01,80,6,78762,17,25,1836,6806,0,Benign
14/02/2018 08:31:01,80,6,4296,20,18,-60,2967,0,Benign
14/02/2018 08:31:01,80,6,93852,9,7,4764,64,0,Attack
14/02/2018 08:31:01,80,6,82711,15,14,3670,6220,0,Benign
14/02/2018 08:31:01,80,6,32702,38,13,8148,7443,0,Attack
14/02/2018 08:31:01,80,6,46697,14,30,7326,9156,0,Benign
14/02/2018 08:31:01,80,6,74308,48,16,4194,2683,0,Benign
14/02/2018 08:31:01,80,6,2473,25,48,8733,4898,0,Attack
14/02/2018 08:31:01,80,6,61311,37,23,6800,3146,0,Attack
14/02/2018 08:31:01,80,6,19533,2,33,6649,6124,0,Benign
14/02/2018 08:31:01,80,6,38197,20,7,9848,4787,0,Attack
14/02/2018 08:31:01,80,6,86246,47,25,6180,7502,0,Benign
14/02/2018 08:31:01,80,6,22939,22,18,7289,6852,0,Attack
14/02/2018 08:31:01,80,6,4752,29,31,3608,9154,0,Benign
14/02/2018 08:31:01,80,6,37549,5,10,5709,3038,0,Benign
14/02/2018 08:31:01,80,6,91512,29,19,8278,9223,0,Benign
14/02/2018 08:31:01,80,6,67780,31,21,3923,4497,0,Benign
14/02/2018 08:31:01,80,6,17291,2,18,82,7441,0,Attack
14/02/2018 08:31:01,80,6,50942,9,3,3057,353,0,Attack
14/02/2018 08:31:01,80,6,21571,12,23,8650,7656,0,Attack
14/02/2018 08:31:01,80,6,27908,44,45,9689,9394,0,Benign
14/02/2018 08:31:01,80,6,84086,9,7,7088,7212,0,Attack
14/02/2018 08:31:01,80,6,2569,37,18,6377,2783,0,Benign
14/02/2018 08:31:01,80,6,77438,12,24,1146,2563,0,Attack
14/02/2018 08:31:01,80,6,75352,41,48,7257,7958,0,Benign
14/02/2018 08:31:01,80,6,61172,16,7,3879,9658,0,Benign
14/02/2018 08:31:01,80,6,11050,10,12,437,7149,0,Benign
14/02/2018 08:31:01,80,6,53701,48,25,5717,7836,0,Benign
14/02/2018 08:31:01,80,6,23760,32,41,2981,6736,0,Benign
14/02/2018 08:31:01,80,6,38195,23,17,3262,7656,0,Attack
14/02/2018 08:31:01,80,6,92770,5,24,6944,381,0,Attack
14/02/2018 08:31:01,80,6,6301,9,48,7691,3055,0,Benign
14/02/2018 08:31:01,80,6,71610,48,12,4319,5643,0,Benign
14/02/2018 08:31:01,80,6,84932,14,9,4589,6033,0,Benign
14/02/2018 08:31:01,80,6,68197,29,32,9829,6741,0,Attack
14/02/2018 08:31:01,80,6,60006,39,42,3950,5975,0,Attack
14/02/2018 08:31:01,80,6,94684,45,4,8769,4741,0,Benign
14/02/2018 08:31:01,80,6,35245,34,33,1153,2544,0,Benign
14/02/2018 08:31:01,80,6,17348,26,26,5848,3167,0,Attack
14/02/2018 08:31:01,80,6,21664,14,27,6970,6455,0,Attack
14/02/2018 08:31:01,80,6,41713,48,38,4707,2063,0,Attack
14/02/2018 08:31:01,80,6,79840,44,45,1851,8331,0,Attack
14/02/2018 08:31:01,80,6,6705,33,4,8033,8301,0,Benign
14/02/2018 08:31:01,80,6,55151,20,12,1842,6748,0,Benign
14/02/2018 08:31:01,80,6,79471,29,20,-78,9185,0,Benign
14/02/2018 08:31:01,80,6,74654,9,36,3512,2140,0,Attack
14/02/2018 08:31:01,80,6,56300,21,41,6553,2029,0,Attack
