Timestamp,Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,Init Fwd Win Byts,Init Bwd Win Byts,Constant_Col,Label
14/02/2018 08:31:01,80,6,50967,20,10,7093,285,0,Attack
14/02/2018 08:31:01,80,6,23272,39,9,5692,9809,0,Benign
14/02/2018 08:31:01,80,6,25716,9,27,7252,4573,0,Attack
14/02/2018 08:31:01,80,6,2722,13,50,4048,3628,0,Benign
14/02/2018 08:31:01,80,6,80304,14,8,7298,1012,0,Benign
14/02/2018 08:31:01,80,6,inf,6,45,9369,22,0,Benign
14/02/2018 08:31:01,80,6,94728,15,6,2175,2214,0,Attack
14/02/2018 08:31:01,80,6,6226,15,10,1757,9214,0,Attack
14/02/2018 08:31:01,80,6,61909,21,17,345,1394,0,Attack
14/02/2018 08:31:01,80,6,61772,36,47,7826,1823,0,Attack
14/02/2018 08:31:01,80,6,31506,nan,43,5046,4878,0,Benign
14/02/2018 08:31:01,80,6,67226,12,35,7538,8537,0,Benign
14/02/2018 08:31:01,80,6,91061,27,26,1148,2144,0,Attack
14/02/2018 08:31:01,80,6,85765,43,19,7153,6729,0,Benign
14/02/2018 08:31:01,80,6,17076,34,36,5646,4677,0,Attack
14/02/2018 08:31:01,80,6,17076,34,36,5646,4677,0,Attack
14/02/2018 08:31:01,80,6,3924,39,16,7467,4895,0,Attack
14/02/2018 08:31:01,80,6,84962,32,34,4604,2710,0,Benign
14/02/2018 08:31:01,80,6,24250,16,18,949,1673,0,Attack
14/02/2018 08:31:01,80,6,83702,4,19,8266,3003,0,Attack
14/02/2018 08:31:01,80,6,9696,5,2,7232,6293,0,Benign
14/02/2018 08:31:01,80,6,1864,2,38,2842,6512,0,Benign
14/02/2018 08:31:01,80,6,11725,46,38,6312,4962,0,Attack
14/02/2018 08:31:01,80,6,86170,46,13,4759,8156,0,Benign
14/02/2018 08:31:01,80,6,23329,45,19,9677,4957,0,Attack
14/02/2018 08:31:01,80,6,50062,22,18,7277,7922,0,Attack
14/02/2018 08:31:01,80,6,84309,50,37,5467,5935,0,Attack
14/02/2018 08:31:01,80,6,15667,46,45,5069,4683,0,Benign
14/02/2018 08:31:01,80,6,65593,48,22,1508,6404,0,Benign
14/02/2018 08:31:01,80,6,836,21,24,9973,8681,0,Attack
14/02/2018 08:31:01,80,6,9918,28,43,7064,9432,0,Attack
14/02/2018 08:31:01,80,6,63253,36,8,1562,1467,0,Benign
14/02/2018 08:31:01,80,6,35312,20,2,7605,3061,0,Benign
14/02/2018 08:31:01,80,6,31108,39,28,4241,5627,0,Benign
14/02/2018 08:31:01,80,6,85004,2,8,3705,7857,0,Benign
14/02/2018 08:31:01,80,6,62306,18,44,6522,493,0,Benign
14/02/2018 08:31:01,80,6,94978,17,10,9056,15,0,Benign
14/02/2018 08:31:01,80,6,11583,11,48,7594,821,0,Attack
14/02/2018 08:31:01,80,6,72925,37,38,2194,3942,0,Benign
14/02/2018 08:31:01,80,6,42209,22,39,7281,8834,0,Benign
14/02/2018 08:31:01,80,6,90910,13,20,4745,4922,0,Benign
14/02/2018 08:31:01,80,6,70676,29,50,1022,9836,0,Benign
14/02/2018 08:31:01,80,6,69961,15,44,7834,3678,0,Attack
14/02/2018 08:31:01,80,6,48106,19,49,9797,4354,0,Benign
14/02/2018 08:31:01,80,6,89455,46,48,6156,7424,0,Attack
14/02/2018 08:31:01,80,6,59718,29,3,5836,5114,0,Benign
14/02/2018 08:31:01,80,6,53688,3,8,9967,9663,0,Attack
14/02/2018 08:31:01,80,6,74933,13,19,5592,7365,0,Attack
14/02/2018 08:31:01,80,6,13277,49,23,6474,3871,0,Attack
14/02/2018 08:31:01,80,6,63332,50,29,1535,6556,0,Attack
14/02/2018 08:31:01,80,6,89725,39,17,8871,9346,0,Attack
14/02/2018 08:31:01,80,6,99979,41,13,8983,7657,0,Benign
14/02/2018 08:31:01,80,6,52760,5,25,377,3713,0,Attack
14/02/2018 08:31:01,80,6,83448,37,4,5140,1453,0,Benign
14/02/2018 08:31:01,80,6,35733,50,29,1511,-32,0,Attack
14/02/2018 08:31:01,80,6,42935,43,42,963,2791,0,Benign
14/02/2018 08:31:01,80,6,34280,50,12,3289,3450,0,Benign
14/02/2018 08:31:01,80,6,63565,17,7,8201,4155,0,Benign
14/02/2018 08:31:01,80,6,90113,12,46,6265,3692,0,Benign
14/02/2018 08:31:01,80,6,51214,41,27,9151,6516,0,Benign
14/02/2018 08:31:01,80,6,28695,6,27,1145,966,0,Benign
14/02/2018 08:31:01,80,6,97944,17,43,8781,2373,0,Benign
14/02/2018 08:31:01,80,6,86637,11,29,1022,155,0,Benign
14/02/2018 08:31:01,80,6,63659,12,0,3791,8967,0,Benign
14/02/2018 08:31:01,80,6,6711,35,34,5029,4765,0,Benign
14/02/2018 08:31:01,80,6,38297,22,3,1211,292,0,Attack
14/02/2018 08:31:01,80,6,5101,31,37,476,7195,0,Benign
14/02/2018 08:31:01,80,6,49158,24,26,1884,3685,0,Benign
14/02/2018 08:31:01,80,6,88631,23,39,7384,9206,0,Attack
14/02/2018 08:31:01,80,6,47504,30,31,5689,6628,0,Benign
14/02/2018 08:31:01,80,6,26211,10,26,6729,7454,0,Benign
14/02/2018 08:31:01,80,6,17609,12,8,4921,6684,0,Attack
14/02/2018 08:31:01,80,6,73655,27,47,9200,4293,0,Benign
14/02/2018 08:31:01,80,6,31534,38,19,2558,1378,0,Attack
14/02/2018 08:31:01,80,6,52147,48,4,2426,6604,0,Attack
14/02/2018 08:31:01,80,6,53125,49,2,504,46,0,Benign
14/02/2018 08:31:01,80,6,66873,18,15,5343,3740,0,Benign
14/02/2018 08:31:01,80,6,80375,26,49,746,5894,0,Benign
14/02/2018 08:31:01,80,6,26637,42,39,5036,5849,0,Benign
14/02/2018 08:31:01,80,6,58616,44,41,6537,2773,0,Benign
14/02/2018 08:31:01,80,6,77428,17,0,3474,5490,0,Benign
14/02/2018 08:31:01,80,6,23454,38,18,2975,5684,0,Attack
14/02/2018 08:31:01,80,6,21012,5,6,4839,1629,0,Attack
14/02/2018 08:31:01,80,6,74052,9,1,6552,1199,0,Benign
14/02/2018 08:31:01,80,6,28574,11,28,8041,2139,0,Attack
14/02/2018 08:31:01,80,6,20551,12,2,5537,3528,0,Benign
14/02/2018 08:31:01,80,6,69499,7,50,7372,6940,0,Benign
14/02/2018 08:31:01,80,6,87862,16,40,1625,6677,0,Benign
14/02/2018 08:31:01,80,6,88404,43,15,3355,4070,0,Benign
14/02/2018 08:31:01,80,6,77940,50,9,9983,323,0,Attack
14/02/2018 08:31:01,80,6,40602,21,4,3287,261,0,Attack
14/02/2018 08:31:01,80,6,5449,27,21,2566,4905,0,Benign
14/02/2018 08:31:01,80,6,73017,19,27,9006,4997,0,Attack
14/02/2018 08:31:01,80,6,60721,2,5,5127,958,0,Attack
14/02/2018 08:31:01,80,6,38874,29,5,2077,3147,0,Attack
14/02/2018 08:31:01,80,6,68851,21,19,2225,3648,0,Attack
14/02/2018 08:31:01,80,6,5108,49,47,8798,8328,0,Attack
14/02/2018 08:31:01,80,6,979,43,47,1793,9564,0,Attack
14/02/2018 08:31:01,80,6,41649,47,1,3484,6835,0,Benign
14/02/2018 08:31:01,80,6,99653,2,45,5132,4900,0,Attack
14/02/2018 08:31:01,80,6,44780,8,14,3366,2011,0,Benign
14/02/2018 08:31:01,80,6,9843,9,46,3670,8657,0,Benign
14/02/2018 08:31:01,80,6,39896,18,8,9578,7833,0,Benign
14/02/2018 08:31:01,80,6,11503,4,12,1855,3884,0,Benign
14/02/2018 08:31:01,80,6,85792,38,26,1488,4912,0,Attack
14/02/2018 08:31:01,80,6,16823,36,35,6847,4132,0,Benign
14/02/2018 08:31:01,80,6,39884,18,39,2199,6016,0,Attack
14/02/2018 08:31:01,80,6,70835,22,33,-90,580,0,Benign
14/02/2018 08:31:01,80,6,31476,48,15,7910,9703,0,Benign
14/02/2018 08:31:01,80,6,23972,23,2,8436,9090,0,Benign
14/02/2018 08:31:01,80,6,2701,20,11,7135,4514,0,Benign
14/02/2018 08:31:01,80,6,34031,45,11,3622,2630,0,Attack
14/02/2018 08:31:01,80,6,85038,10,37,3908,4863,0,Attack
14/02/2018 08:31:01,80,6,17665,19,16,160,5235,0,Attack
14/02/2018 08:31:01,80,6,33828,43,49,6823,7588,0,Benign
14/02/2018 08:31:01,80,6,83496,23,0,6889,7001,0,Benign
14/02/2018 08:31:01,80,6,84187,30,24,8672,5145,0,Benign
14/02/2018 08:31:01,80,6,42679,42,9,-11,3467,0,Attack
14/02/2018 08:31:01,80,6,52720,46,40,3228,4652,0,Attack
14/02/2018 08:31:01,80,6,93463,40,40,9033,3332,0,Benign
14/02/2018 08:31:01,80,6,77546,36,34,1850,990,0,Attack
14/02/2018 08:31:01,80,6,85600,7,2,1193,4570,0,Attack
14/02/2018 08:31:01,80,6,48274,24,32,8860,9766,0,Attack
14/02/2018 08:31:01,80,6,38934,46,42,5530,2239,0,Benign
14/02/2018 08:31:01,80,6,72901,8,45,6390,4554,0,Attack
14/02/2018 08:31:01,80,6,21653,10,34,866,8319,0,Benign
14/02/2018 08:31:01,80,6,43582,5,0,7882,9743,0,Benign
14/02/2018 08:31:01,80,6,14979,43,2,7377,9877,0,Attack
14/02/2018 08:31:01,80,6,37125,30,11,918,3117,0,Benign
14/02/2018 08:31:01,80,6,5579,47,36,4241,8319,0,Attack
14/02/2018 08:31:01,80,6,64031,43,2,9618,9961,0,Benign
14/02/2018 08:31:01,80,6,25293,35,28,7875,2544,0,Attack
